,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
21,126.517618083,1,2034,28,0,11,11,8,58,0,0,0,0,0,0,0,8362,37,5351477928,2139,39,41,78003140634
22,132.237639617,1,2203,21,0,7,10,5,38,2,0,0,0,0,0,0,9304,33,5611923711,2256,42,38,85747365938
23,138.020619816,1,2595,5,0,7,3,4,14,0,0,1,0,0,0,0,10259,25,6342793924,2728,37,38,86911118212
24,144.892621633,1,2856,3,0,1,3,1,12,2,0,0,0,0,0,0,10810,37,6688875226,2780,43,46,103270655926
25,151.079469699,1,2779,0,1,0,26,0,2,1,0,0,0,0,0,0,9917,28,6091347409,2642,49,47,91947400336
26,157.534949537,1,2479,0,0,0,26,0,4,2,0,0,0,0,0,0,9746,36,6064571963,2314,39,41,97814202336
27,164.198243792,1,2791,0,0,0,11,0,11,1,0,1,0,0,0,0,11548,36,7168235494,3195,55,55,98620627270
28,169.860739108,1,2389,0,9,0,12,0,11,1,0,0,0,0,0,0,7957,33,4925710016,2057,59,51,85005696262
29,175.036727508,1,2324,0,0,0,12,0,9,1,0,0,0,0,0,0,9549,33,5757687182,2426,35,42,77893947038
30,181.003480368,1,2463,2,0,2,17,2,4,4,0,1,0,0,0,0,10033,42,5953332225,2569,41,41,89020860580
31,187.408626308,1,2661,2,1,2,11,2,10,1,0,0,0,0,0,0,9327,28,5920428136,2441,48,47,95620958318
32,193.335117025,1,2460,2,0,2,5,2,10,2,0,0,0,0,0,0,9844,40,6265699504,2647,43,41,89273917712
33,198.829307551,1,2250,10,0,6,21,6,12,1,0,0,0,0,0,0,9008,37,5464534206,2133,26,30,82327081464
34,204.466866155,1,2435,10,0,6,43,6,6,3,0,2,0,0,0,0,9673,32,5919280073,2640,39,38,84331531826
35,210.821285498,1,2756,10,0,6,32,6,6,3,0,1,0,0,0,0,9919,28,6070044482,2626,43,43,95078379708
36,215.897238487,1,2173,0,0,0,10,0,2,2,0,0,0,0,0,0,8501,30,5218935019,2066,40,41,76283881916
37,221.811024871,1,2432,0,0,0,24,0,22,2,0,1,0,0,0,0,8798,37,5583486430,2411,36,35,88353870802
38,227.202202117,1,2295,2,7,0,25,0,22,3,0,0,0,0,0,0,9617,36,5973667807,2516,64,64,80773086918
1,5.016381618,1,2082,2,0,2,1,2,2,0,0,1,0,0,3,0,9483,28,5803426432,2308,25,28,75074970784
1,6.193352508,1,2640,2,0,2,0,2,2,0,0,0,0,0,5,0,10377,39,6389375905,2808,39,41,92828965186
2,12.089155221,1,2562,0,1,0,0,0,0,1,0,0,0,0,10,0,9615,30,5849713313,2514,31,29,88226728578
3,18.685195895,1,2915,0,9,0,6,0,0,1,0,1,0,0,0,0,11189,41,6922394479,2934,62,63,98389530732
4,25.04886,1,2565,1,0,0,6,0,2,4,0,1,0,0,0,0,8944,27,5586129898,2409,50,49,95272654524
5,30.591291945,1,2361,4,3,0,122,0,3,2,0,7,7,0,0,0,9289,35,5716508918,2412,41,42,83472659452
6,37.496231494,1,2978,25,0,2,122,4,46,1,0,0,0,0,0,0,11539,37,6955462458,2961,36,35,102957454544
7,43.059872598,1,2473,24,1,7,18,4,127,1,0,1,0,0,0,0,10455,30,6463424672,2798,39,41,83765671382
8,49.709586513,1,2634,21,0,7,18,4,126,4,0,1,0,0,0,0,8877,41,5636209891,2244,51,51,99075869442
9,54.460472073,1,1996,0,0,5,19,0,89,1,0,0,0,0,0,0,8429,21,4999331171,1890,30,29,71527030886
10,59.897231329,1,2297,2,0,2,19,2,23,0,0,0,0,0,0,0,10258,37,6356748007,2608,42,43,80991577794
11,67.596047372,1,2934,2,0,2,5,2,23,3,0,1,0,0,0,0,10144,54,6619533722,2749,47,43,115167477068
12,73.176086429,1,2479,2,0,2,5,2,17,1,0,0,0,0,0,0,9356,36,5784035690,2531,47,50,84789208850
13,79.199945099,1,2565,17,4,8,24,7,23,2,0,0,0,0,0,0,9870,25,5982758763,2658,46,45,89664864152
14,85.455214302,1,2713,17,0,8,25,7,23,1,0,0,0,0,0,0,9821,30,6062210177,2532,35,36,93806337470
15,90.884053059,1,2201,17,0,8,17,7,23,3,0,1,0,0,0,0,9251,29,5707134769,2285,46,46,81090757204
16,96.140597856,1,2279,0,3,0,16,0,3,2,0,0,0,0,0,0,8398,29,5182464854,2323,39,37,78731207792
17,102.60105436,1,2916,0,0,0,9,0,3,1,0,0,0,0,0,0,11457,40,7146131428,2991,39,41,103655129658
18,108.530311363,1,2346,0,0,0,9,0,3,2,0,1,0,0,0,0,9045,31,5518227483,2260,36,36,83535478750
19,114.809593046,1,2579,3,1,1,8,1,21,2,0,0,0,0,0,0,9652,32,5993164257,2513,41,41,93226312592
20,121.095142014,1,2521,5,0,3,13,3,23,3,0,0,0,0,0,0,10953,40,6851284985,2767,41,40,93487341088
21,128.266942095,1,2913,7,0,3,11,5,34,0,0,0,0,0,0,0,9999,38,6368890321,2667,44,46,107680321644
22,133.572669978,1,2358,4,3,4,6,4,16,2,0,1,0,0,0,0,10198,26,6217592681,2660,37,36,79075406398
23,140.170121274,1,2676,4,6,2,8,4,15,1,0,0,0,0,0,0,9669,34,5892645287,2411,49,41,98892508100
24,145.926914636,1,2447,2,0,4,19,2,4,3,0,0,0,0,0,6,9723,30,5890223320,2531,33,42,85685546648
25,151.674803973,1,2407,5,1,3,36,3,10,1,0,0,0,0,0,0,9034,41,5749977080,2392,48,45,85823636668
26,157.34436,1,2453,3,0,3,25,1,9,3,0,1,0,0,0,0,9861,27,5987069891,2589,33,35,85798778848
27,164.075744766,1,2951,3,3,1,12,1,9,0,0,0,0,0,0,0,11583,46,7258768062,3021,47,46,100455254982
28,170.741466236,1,2676,0,0,0,12,0,7,0,0,0,0,0,0,0,9987,45,6200034041,2375,46,46,99804980802
29,176.862185783,1,2621,0,0,0,14,0,7,3,0,1,0,0,0,0,9340,31,5730181540,2621,32,32,92253365016
30,183.422104336,1,2771,0,0,0,14,0,15,0,0,0,0,0,0,0,10294,30,6424794916,2724,46,47,97916504814
31,189.499587443,1,2534,2,1,2,19,2,13,3,0,0,0,0,0,0,9830,34,6160442670,2550,42,43,91152003236
32,196.002792067,1,2648,2,3,2,19,2,13,3,0,4,0,0,1,0,10253,40,6383040789,2646,50,46,97851727398
33,201.761749595,1,2273,2,0,2,5,2,10,3,0,1,0,0,0,0,10435,42,6571852657,2610,43,46,84938636204
34,209.567305269,1,3315,8,0,4,5,4,10,0,0,0,0,0,0,0,12071,36,7503290654,3207,55,56,117719304250
35,215.156992455,1,2366,8,0,4,8,4,18,1,0,0,0,0,0,0,8302,29,4961041901,2157,32,30,83486946346
36,220.545454098,1,2242,15,0,6,9,5,17,2,0,1,0,0,0,0,8983,30,5646085294,2310,33,32,80920469990
37,226.424555553,1,2481,9,1,2,26,1,34,2,0,0,0,0,0,0,8713,34,5413882820,2289,32,35,88330008204
38,232.056917888,1,2326,9,3,2,25,1,26,1,0,0,0,0,0,0,10157,34,6251772487,2492,48,47,84985680238
39,237.749056807,1,2238,2,0,0,19,0,31,1,0,0,0,0,0,0,8838,38,5577146642,2237,32,32,84351542016
40,246.028366827,1,3417,0,0,0,22,0,11,2,0,1,0,0,0,0,12946,43,8279540697,3480,59,56,123635419714
41,251.828910194,1,2326,0,0,0,6,0,11,2,0,0,0,0,0,0,9880,32,6046717229,2302,40,43,86808357348
42,258.17354667,1,2625,2,10,0,3,2,4,2,0,0,0,0,0,0,9502,46,5942002085,2630,43,43,94790204904
43,264.476807275,1,2419,2,0,2,43,2,11,2,0,1,0,0,0,0,9858,39,6131945188,2324,42,43,94131851764
44,269.924302114,1,2125,2,0,2,43,2,11,3,0,0,0,0,0,0,9156,39,5865970254,2275,49,48,82252108298
45,276.01857773,1,2470,2,0,2,3,2,10,0,0,0,0,0,0,1,8693,37,5460262502,2130,30,30,92233351984
46,281.214322779,1,2060,12,0,5,3,4,24,1,0,0,0,0,0,0,8997,34,5638038056,2280,32,33,76951673628
47,286.893874849,1,2285,12,0,5,11,4,24,2,0,1,0,0,0,0,8944,37,5530339652,2247,35,34,84573087786
48,291.708384302,1,1983,10,0,5,11,2,23,2,0,0,0,0,0,0,7855,27,4814241855,1989,28,29,74050514968
49,296.6406787,1,1917,0,4,0,22,0,3,1,0,0,0,0,0,0,7693,30,4768923584,1936,44,43,72171632584
50,301.656311394,1,1967,0,0,0,22,0,3,2,0,0,0,0,0,0,8532,34,5300896501,2027,36,34,74906764884
51,307.029899188,1,2296,1,0,1,15,1,8,2,0,1,0,0,0,0,9111,23,5679158601,2283,33,34,80500475134
52,313.328402086,1,2393,1,0,1,26,1,7,1,0,0,0,0,0,0,8675,35,5566292210,2249,37,39,94269823710
53,319.137740293,1,2330,1,3,1,14,1,9,2,0,0,0,0,0,0,10151,44,6321585408,2651,47,47,87177528020
54,326.477940606,1,3242,2,0,2,5,2,9,0,0,0,0,0,0,0,12432,48,7792353056,3124,49,44,110177264148
55,332.231848234,1,2319,4,1,2,9,2,24,3,0,1,0,0,0,0,8430,27,5213522130,2282,39,44,86160733334
56,337.819721775,1,2243,14,0,8,7,8,26,2,0,0,0,0,0,0,9360,25,5609730336,2221,36,35,83759463884
57,343.195739037,1,2331,12,0,6,10,6,26,3,0,1,0,0,0,0,9581,41,6083578194,2537,41,42,81027287492
58,349.667124848,1,2615,10,0,6,15,6,21,1,0,0,0,0,0,0,10208,44,6283049968,2705,39,36,96152447580
59,355.34748709,1,2401,0,0,0,8,0,17,1,0,0,0,0,0,0,8326,29,5205062428,2129,36,39,85538795772
60,361.482877721,1,2490,0,1,0,17,0,15,2,0,0,0,0,0,0,9406,34,5847039294,2420,45,39,91090056446
61,367.123333291,1,2331,0,3,0,30,0,5,3,63,1,0,0,0,0,9611,41,5803688078,2379,52,58,84692800142
62,373.943321454,1,2601,0,0,0,22,0,5,3,0,0,0,0,0,0,10475,55,6877483445,2589,47,45,102102601128
63,379.647354434,1,2175,0,9,0,37,0,2,2,0,0,0,0,0,0,9391,37,5754413142,2248,50,50,85554577542
64,386.59440279,1,3053,2,0,2,32,2,9,1,0,1,0,0,0,0,13049,45,8280587757,3392,53,52,104403011968
65,393.97829468,1,2980,23,0,8,9,5,45,2,0,0,0,0,0,0,8871,38,5729434819,2545,46,49,110498964952
66,400.20298639,1,2615,25,1,8,13,5,46,2,0,0,0,0,0,0,10487,36,6511034645,2689,51,48,92917935772
67,406.579032776,1,2632,26,0,9,8,6,40,2,0,0,0,0,0,0,9799,25,6027447761,2508,42,44,95332011628
68,413.264701316,1,3011,5,0,3,3,3,4,2,0,1,0,0,0,0,11622,44,7029052773,3139,52,53,101458340010
69,418.486799393,1,2118,3,0,3,9,3,3,2,0,0,0,0,0,0,8070,25,5044389890,2026,39,38,76896638982
70,423.590670621,1,2092,0,0,0,9,0,11,0,0,1,0,0,0,0,8717,28,5136408003,2099,25,26,76062927026
71,429.126744377,1,2304,0,4,0,8,0,11,2,0,0,0,0,0,0,8379,36,5465390977,2312,42,36,83582876844
72,435.371093262,1,2694,0,250,0,26,0,11,1979,979,1959,1400,0,0,0,10223,30,6260693818,2640,60,66,93405633502
73,441.324177903,1,2877,2,92,0,20,0,20,2,0,0,0,0,3825,0,9963,56,5887532135,2844,225,225,88845666260
74,446.770087794,1,2127,2,0,0,23,0,20,1,0,0,0,0,0,0,8764,38,5598758879,2269,36,34,81421759724
75,452.396095091,1,2379,4,0,0,27,2,22,1,0,1,0,0,0,0,8256,26,5095183769,2165,33,35,84435099462
76,457.777668037,1,2386,2,0,2,6,2,14,2,0,0,0,0,0,0,9859,32,6015991237,2553,43,39,81493498324
77,463.377772805,1,2334,2,1,2,15,2,15,2,0,0,0,0,0,0,9279,24,5726225823,2433,39,41,83806429914
78,469.798159474,1,2595,17,1,10,15,7,28,2,0,1,1,0,0,6,11646,46,7276486613,2811,47,48,95178616244
79,477.209267509,1,2899,17,0,8,6,7,18,1,0,2,0,0,0,0,9943,38,6305937146,2685,52,52,111002801064
80,483.778008764,1,2845,17,3,8,6,7,19,3,63,0,0,0,1,0,11636,42,7283571558,3033,57,54,98287601546
81,490.405934587,1,2797,0,0,0,9,0,11,1,0,0,0,0,0,0,9810,30,6038340811,2506,41,43,99186365378
82,496.795524579,1,2534,1,6,1,30,1,11,3,0,1,0,0,0,0,9258,35,5880108805,2348,46,46,96061095770
83,502.70019636,1,2424,1,1,1,59,1,9,2,0,0,0,0,2,0,9737,38,6030536772,2617,60,59,88467551524
84,506.971366234,1,1691,1,0,1,38,1,2,1,0,0,0,0,0,0,7073,21,4252718072,1580,25,25,63537001778
85,512.479526191,1,2272,2,0,2,13,2,10,1,0,0,0,0,0,0,9198,35,5880855189,2378,47,48,84367240122
86,517.987503241,1,2161,2,0,2,13,2,15,3,0,1,0,0,0,0,9054,34,5590729366,2105,36,38,81032278494
87,523.733579075,1,2341,2,3,2,11,2,15,1,0,0,0,0,0,0,8962,27,5531507252,2410,39,39,85603204236
88,529.939059483,1,2494,5,0,2,11,3,9,1,0,0,0,0,0,0,10171,39,6241010938,2416,44,44,93717279446
89,535.775637792,1,2673,5,1,3,3,3,4,1,0,0,0,0,0,0,9820,34,6111207367,2724,51,50,87882292164
90,541.829758731,1,2364,7,0,3,3,3,26,2,0,1,0,0,0,0,9230,35,5783697438,2369,38,38,89735338414
91,547.107269552,1,2175,2,0,1,7,0,25,0,0,0,0,0,0,0,8904,38,5486715410,2172,39,39,78944576904
92,553.101284125,1,2444,2,0,0,10,0,25,1,0,0,0,0,0,0,9223,33,5681740298,2408,33,34,90082877818
93,559.396610127,1,2667,0,6,0,9,0,7,1,0,0,0,0,0,0,10021,39,6317729608,2622,45,45,94068135804
94,564.732878725,1,2123,10,1,2,6,3,36,3,0,1,0,0,0,0,10032,33,6263868718,2442,43,39,80588307874
95,571.649062482,1,2857,10,0,2,19,3,36,1,0,0,0,0,0,0,10492,33,6599668476,2855,58,58,103299574732
96,577.629065758,1,2448,12,0,4,19,5,34,3,0,0,0,0,0,0,8737,32,5531555700,2299,37,40,89839225042
97,584.49692531,1,2917,2,0,2,20,2,8,1,0,1,0,0,0,0,11342,50,6954770196,2919,50,49,101925280364
98,590.429385566,1,2288,10,0,2,25,2,11,1,0,0,0,0,0,0,8865,36,5648402069,2251,41,43,88928906462
99,596.146533151,1,2304,13,0,4,17,4,23,2,0,0,0,0,0,0,9815,31,6045838309,2343,40,40,86446415772
100,601.886218384,1,2464,13,1,4,12,4,19,2,0,0,0,0,0,0,9051,29,5450126128,2250,43,41,85476588032
101,607.963943897,1,2493,5,3,4,5,4,16,2,0,1,0,0,0,0,10143,43,6479740566,2717,48,48,90692164598
102,613.580958226,1,2301,0,0,0,6,0,9,2,0,0,0,0,0,0,8925,29,5450881801,2199,38,39,84657833668
103,619.469494513,1,2388,0,6,0,9,0,10,1,0,0,0,0,0,0,9056,38,5826024716,2256,49,48,89447161326
104,625.967943958,1,2458,0,0,0,19,0,10,1,0,0,0,0,0,0,10265,42,6423873399,2527,44,44,96093151486
105,632.365574391,1,2695,0,0,0,20,0,3,3,0,1,0,0,0,0,10251,37,6306538865,2702,51,53,95529703596
106,638.040545248,1,2434,2,1,0,14,0,9,3,0,1,0,0,0,0,9424,33,5734476709,2528,42,41,85650432344
107,643.094133886,1,2082,4,0,2,10,2,25,1,0,0,0,0,0,0,7920,29,4888561693,2025,40,40,74826196104
108,649.173993573,1,2490,4,0,2,30,2,25,1,0,0,0,0,0,0,10301,42,6377087632,2530,34,33,91260871078
109,655.728186503,1,2690,4,0,2,29,4,19,2,0,1,0,0,0,0,10680,45,6756302803,2773,46,47,97790717082
110,661.664386362,1,2358,12,3,2,4,2,25,2,0,0,0,0,0,0,9031,27,5468386327,2241,44,44,89591404132
111,667.872231089,1,2529,12,0,5,11,4,25,0,0,0,0,0,0,0,10340,36,6597484853,2643,32,32,92667727498
112,674.682506733,1,2797,10,7,5,11,2,25,2,0,0,0,0,0,0,11308,44,7081193782,2895,49,49,102304072424
113,680.363540192,1,2343,1,0,3,9,2,3,2,0,1,0,0,0,0,7940,27,4897728364,2040,53,53,84566169966
114,685.943193275,1,2249,1,0,1,9,1,3,3,0,0,0,0,0,0,10437,44,6587316739,2507,52,51,83892735854
115,693.275590905,1,3147,1,0,1,5,1,14,2,0,0,0,0,0,0,10506,31,6590369217,3037,54,54,109431192698
116,699.319918792,1,2503,0,0,1,5,1,14,2,0,1,0,0,0,0,9273,31,5744075515,2316,36,38,90940435272
117,704.353302688,1,2157,2,1,0,8,0,16,3,0,0,0,0,0,0,8350,25,5194672907,2200,41,41,75553821314
118,709.495882202,1,2105,2,3,2,8,2,5,1,0,0,0,0,0,0,8704,34,5337601195,2168,39,38,76437104464
119,714.741531086,1,2108,2,0,2,29,2,5,1,0,0,0,0,0,0,9206,34,5548173036,2297,38,38,78834512750
120,721.179737558,1,2641,8,0,6,40,6,6,2,0,0,0,0,0,0,8634,42,5404833459,2318,41,38,96283000982
121,726.178347168,1,2119,8,0,4,24,4,13,2,0,1,0,0,0,0,9065,38,5597593412,2220,40,44,74975061166
122,732.599578804,1,2517,8,0,4,13,4,13,2,0,0,0,0,0,0,11564,46,7240160427,2886,39,39,95947060538
123,738.795595985,1,2676,21,7,6,11,3,51,1,0,0,0,0,1,0,8328,35,5178604376,2267,60,59,93342483914
124,743.719467054,1,1952,23,0,6,44,3,57,2,63,1,0,0,0,0,9057,38,5539509403,2200,40,41,73425380822
125,749.389104701,1,2180,23,0,6,41,3,57,1,0,0,0,0,0,0,7783,37,5033478118,1898,30,29,84699334948
126,754.206643534,1,1969,2,3,0,8,0,25,2,0,0,0,0,0,0,8735,35,5417163252,2129,50,45,73092396846
127,759.852764516,1,2131,0,0,0,4,0,11,0,0,0,0,0,0,0,8834,35,5452990573,2204,30,35,83714210594
128,765.687527143,1,2393,2,0,2,9,2,13,3,0,0,0,0,0,0,9789,37,6141298632,2398,51,50,87786748802
129,771.630605165,1,2297,2,0,2,10,2,4,2,0,1,0,0,0,0,8799,29,5595442136,2239,39,39,88641295200
130,777.32467463,1,2582,4,1,2,19,4,10,1,0,0,0,0,0,0,9573,28,5785062358,2575,40,41,85612811870
131,782.747323365,1,2246,5,0,2,27,2,9,2,0,0,0,0,0,0,8619,27,5328253672,2211,35,36,81208186520
132,788.963194137,1,2497,5,0,3,17,3,9,3,0,1,0,0,0,0,10578,37,6403471319,2654,49,46,93271809680
133,795.299097538,1,2735,3,6,3,11,1,3,0,0,0,0,0,0,0,9307,31,5910835856,2448,46,49,93988890040
134,801.347083836,1,2557,0,0,1,7,1,2,0,0,0,0,0,0,6,10371,31,6380051867,2717,47,47,91758851248
135,807.930833526,1,2641,0,0,0,9,0,2,2,0,1,0,0,0,0,10474,46,6836345530,2847,57,57,99189979238
136,813.476711485,1,2378,0,4,0,9,0,7,3,0,0,0,0,0,0,7963,22,4848920950,2036,45,45,81525284116
137,817.747802273,1,1832,0,0,0,14,0,7,1,0,0,0,0,0,0,8242,27,5000556018,2009,41,39,64356986136
138,824.022896363,1,2732,0,0,0,14,0,10,2,0,0,0,0,0,0,10203,38,6325589242,2779,40,41,93506762336
139,830.22465647,1,2395,2,0,0,4,2,8,2,0,1,0,0,0,0,8716,29,5252471944,2167,34,32,92860400622
140,836.034760316,1,2427,2,0,2,4,2,8,1,0,0,0,0,0,0,10090,35,6367129155,2588,45,47,87000850934
141,841.684550462,1,2484,2,0,2,37,2,5,3,0,0,0,0,0,0,8957,18,5344571325,2409,39,40,84995587752
142,846.650032645,1,1942,0,1,2,37,0,10,0,0,0,0,0,0,0,7781,31,4888905245,1857,35,35,73849551942
143,852.444926725,1,2634,15,0,6,3625,5,25,0,0,1,0,0,0,0,10193,27,6251695803,2817,47,46,87571130344
144,858.2337541,1,2480,17,6,6,4791,5,38,4,0,0,0,0,0,0,8676,29,5344088914,2316,54,55,86535861346
145,863.722828364,1,2209,17,0,6,1198,5,31,1,0,0,0,0,0,1,9464,41,5844956000,2417,40,37,81430127084
146,869.801866882,1,2707,2,0,0,32,0,16,1,0,0,0,0,0,0,9961,34,6066238378,2699,33,36,91602109782
147,876.574511411,1,2887,1,3,1,6,1,8,3,0,1,0,0,0,0,11250,41,6902335099,2895,59,57,101708043824
148,882.114475183,1,2315,1,2,1,6,1,16,2,0,0,0,0,0,0,8042,20,5007240765,2156,38,36,82319492298
149,889.051326016,1,3087,1,0,1,8,1,16,2,0,0,0,0,0,0,12323,38,7609520552,3238,64,66,104064819590
150,894.964343141,1,2440,0,0,0,8,0,11,2,0,1,0,0,0,0,10387,33,6399484362,2589,50,43,88950042088
151,901.508363647,1,2865,0,0,0,5,0,3,2,0,0,0,0,0,0,9945,41,6165521017,2845,41,50,98631781872
152,907.738245973,1,2645,0,0,0,5,0,3,1,0,0,0,0,0,0,9520,26,5800907392,2498,44,44,92194208168
153,913.617489571,1,2480,2,0,2,35,2,9,3,0,0,0,0,0,0,9905,44,6024001556,2520,44,42,88005108204
154,919.860022408,1,2770,2,7,2,35,2,8,1,0,1,0,0,0,0,9168,30,5680266837,2604,70,68,93804917668
155,925.888148742,1,2524,2,3,2,102,2,9,2,0,0,0,0,0,0,10696,53,6806029249,2512,55,58,90939036746
156,933.126090997,1,2801,9,0,4,103,3,20,0,0,0,0,0,0,0,11296,48,7058128941,2843,37,38,107565799432
157,939.67979371,1,2536,9,0,4,6,3,21,4,0,1,0,0,0,0,9868,42,6439442402,2587,59,55,98289153226
158,946.414918176,1,2907,9,0,4,21,3,20,1,0,0,0,0,0,0,10869,32,6844786123,2845,48,52,100804801758
159,951.889935362,1,2064,0,0,0,27,0,8,2,0,0,0,0,0,0,8467,33,5285085850,2112,40,35,82333088030
160,957.817992852,1,2709,0,1,0,11,0,9,0,0,1,0,0,0,0,10187,30,6117083753,2658,39,42,89341632634
161,963.749935025,1,2352,0,0,0,8,0,9,3,0,1,0,0,0,0,8387,33,5420036141,2234,41,43,88187748048
162,970.197933631,1,2642,5,0,1,11,1,31,3,0,0,0,0,0,0,11665,40,6941759579,2850,50,48,96403497854
163,976.369898212,1,2637,7,6,3,31,3,31,1,0,0,0,0,0,0,9000,32,5735602451,2566,45,47,91954466040
164,982.345791639,1,2488,7,0,3,28,3,31,3,0,1,0,0,0,0,10204,30,6353701137,2489,48,48,90129654948
165,988.433800464,1,2468,2,4,2,28,2,4,2,0,0,0,0,0,0,9184,45,5767566915,2372,44,44,91276859034
166,993.284277994,1,2182,8,0,4,28,4,10,2,0,1,0,0,0,0,8891,27,5175171788,2183,51,51,72652625064
167,999.2616904,1,2454,8,0,4,7,4,10,3,0,42,25,0,0,0,9478,33,6091160329,2582,53,46,89961863464
1,5.613564675,1,2543,0,0,0,0,0,0,2,0,44,26,0,3,0,10697,24,6398207162,2751,41,42,85356960004
1,2.933459094,1,1395,95,3,39,13,37,70,0,0,0,0,0,298,1,7301,28,4155975335,1641,84,85,44987686050
2,8.498088929,1,2362,7,1,2,11,1,12,3,0,39,25,0,10,0,8908,32,5659266828,2466,34,34,83505566688
